connector,connector_version,provider_family,model,requested_model,response_model,sample_kind,sample_index,reasoning_requested,reasoning_effective,structured_output_mode,provider_terminal_status,http_status,process_exit_code,finish_reason,assistant_output_bytes,assistant_output_sha256,dialect,current_parser_outcome,current_parser_error,transport_anomaly,extraction_anomaly,repeat_candidate,selection_source,exact_overlap_identity_if_any,run_relative_path
codex,codex-cli 0.153.4,,gpt-6-astra,gpt-6-astra,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,18969,0cd9611f3a01f5d15c0fa2d567e96714964cf2a847195ba8a7e2ff6055f9a30b,RAW_CANONICAL_JSON,PASS,,,,,,,gpt-6-astra/low/run-001
codex,codex-cli 0.153.4,,gpt-6-astra,gpt-6-astra,,baseline,1,ultra,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,19989,3ddb16cfd46d791eda0a72e50edcfadc2a2a3e2a71e5a590b0fd6c81fd19f438,RAW_CANONICAL_JSON,PASS,,,,,,,gpt-6-astra/ultra/run-001
antigravity,1.1.27,,claude-opus-4-6-thinking,claude-opus-4-6-thinking,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,971,690b09d1bcc6b0e80d37b839fc46cc40aea05d162a4928588a08c4161ec76440,UNKNOWN,FAIL,PM_DECISION_PARSE_FAILED,,,,,,claude-opus-4-6-thinking/default/run-001
antigravity,1.1.27,,claude-opus-4-6-thinking,claude-opus-4-6-thinking,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,620,85d322ce0e53dc06d535621dd9a089a04ca0e789020fe37725f4affef65237e0,UNKNOWN,FAIL,PM_DECISION_PARSE_FAILED,,,,,,claude-opus-4-6-thinking/default/run-002
antigravity,1.1.27,,claude-opus-4-6-thinking,claude-opus-4-6-thinking,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,18769,892ec5d0a54080a9e04a356d9b0bd9ef2aba743b3c8ec409c7a472e50ff553aa,RAW_CANONICAL_JSON,PASS,,,,,,,claude-opus-4-6-thinking/default/run-003
antigravity,1.1.27,,claude-sonnet-4-6,claude-sonnet-4-6,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,17519,b024080823634f782dbe758360b44d469df7f4413e90ebfd198b3709ef32f909,RAW_CANONICAL_JSON,PASS,,,,,,,claude-sonnet-4-6/default/run-001
antigravity,1.1.27,,gemini-3.1-pro-high,gemini-3.1-pro-high,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,21815,c28b4203adb393e9e608b3d7e8bdc22b81518de59fbe380b42d8a32dc7788fe9,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.1-pro-high/high/run-001
antigravity,1.1.27,,gemini-3.1-pro-low,gemini-3.1-pro-low,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,18062,1555eaf5d207b97d826216f67527de3b3ffe730d14085d74535a65d68e429d09,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.1-pro-low/low/run-001
antigravity,1.1.27,,gemini-3.6-flash-high,gemini-3.6-flash-high,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,19271,b07d2ec3a5ec8ca7e53baa61049aa66d5d5dec4a191dab8337714286674ee4be,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.6-flash-high/high/run-001
antigravity,1.1.27,,gemini-3.6-flash-low,gemini-3.6-flash-low,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,9657,a124844433cf91a02f8a9d4c9d33c6bf5e9beb83e959a7e4aeb65fba5c968029,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.6-flash-low/low/run-001
antigravity,1.1.27,,gemini-3.6-flash-medium,gemini-3.6-flash-medium,,baseline,1,medium,,NONE,RUN_LEVEL_ANOMALY_NO_EXPLICIT_TERMINAL_FIELD,,0,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,ANTIGRAVITY_RUN_FAILED,,,,gemini-3.6-flash-medium/medium/run-001
antigravity,1.1.27,,gemini-3.6-flash-medium,gemini-3.6-flash-medium,,repeat,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,18123,5ce8cc49f0b9f31cebd6a66e186be3b06ed762e52d9d8e421a7e291cef3837bd,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.6-flash-medium/medium/run-002
antigravity,1.1.27,,gemini-3.6-flash-medium,gemini-3.6-flash-medium,,repeat,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,17091,7b132662cbd311864cca9dc8809aac6120f7f5df438ed44d2468194343e528a1,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.6-flash-medium/medium/run-003
antigravity,1.1.27,,gemini-3.7-flash-high,gemini-3.7-flash-high,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,19944,562b85539ae3d67b722e0b7f21af19f18796021a2696eb68c887ad1dbbeb313c,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.7-flash-high/high/run-001
antigravity,1.1.27,,gemini-3.7-flash-low,gemini-3.7-flash-low,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,17415,0ba277cd97b866d9e9931198c5284a9c58334c37e96c93c0d0c209fdb2b23d55,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.7-flash-low/low/run-001
antigravity,1.1.27,,gemini-3.7-flash-medium,gemini-3.7-flash-medium,,baseline,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,17830,f102aa04bb545715d1afbdfd66e4047ddc5bdfca7f5633fa142e63d00e24a016,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.7-flash-medium/medium/run-001
antigravity,1.1.27,,gemini-3.8-flash-high,gemini-3.8-flash-high,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,21016,55a0bf0d3e81dc10dd93992c28d2e494cf2e71ad00612f83a56a630eb064d92b,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.8-flash-high/high/run-001
antigravity,1.1.27,,gemini-3.8-flash-low,gemini-3.8-flash-low,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,18765,c3f03c7256ca13d1221f575952c2b2dc967b48cf0fec0b5a1c94cd0b7280a425,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.8-flash-low/low/run-001
antigravity,1.1.27,,gemini-3.8-flash-medium,gemini-3.8-flash-medium,,baseline,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,19040,861cf2ac56f71a94fa944610eebb5cc3784b1d66c75aa44cfffda06622b80c19,RAW_CANONICAL_JSON,PASS,,,,,,,gemini-3.8-flash-medium/medium/run-001
antigravity,1.1.27,,gpt-oss-120b-medium,gpt-oss-120b-medium,,baseline,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,770,4f92598b41062beaa900b3f14fd0e079b5735d175919d53d59546877fbc1f5e4,UNKNOWN,FAIL,PM_DECISION_PARSE_FAILED,,,,,,gpt-oss-120b-medium/medium/run-001
antigravity,1.1.27,,gpt-oss-120b-medium,gpt-oss-120b-medium,,repeat,1,medium,,NONE,PROVIDER_TERMINAL_SUCCESS_IMPLIED,,0,,15353,13fee5a1096487a55966c90f9b043eb2c2a96874c6c48f7d7efe967857cded4c,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,gpt-oss-120b-medium/medium/run-002
antigravity,1.1.27,,gpt-oss-120b-medium,gpt-oss-120b-medium,,repeat,1,medium,,NONE,PROVIDER_TERMINAL_ERROR,,1,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,ANTIGRAVITY_RUN_FAILED,,,,gpt-oss-120b-medium/medium/run-003
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-flash,opencode-go/deepseek-v4-flash,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16119,a3791beaffc25b8f0262838bb68a19c5851096aa82ef595170b337a7f23f6110,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-flash/low/run-001
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-flash,opencode-go/deepseek-v4-flash,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18292,64759ccc36b91c0c587e8b3ffcaa7f5b22b4988e55d3184de9dc7e18a94b5715,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-flash/max/run-001
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-flash-vision-exp,opencode-go/deepseek-v4-flash-vision-exp,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18908,db01119e9c7b9e7a94ed7541988d5919c3a74a0e77c09a62cee14f3c343864e9,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-flash-vision-exp/low/run-001
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-flash-vision-exp,opencode-go/deepseek-v4-flash-vision-exp,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17518,50202b5167e41a6bf291a9c266c1026f6ae660dca7d0319eb0a7b94faca38083,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-flash-vision-exp/max/run-001
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-pro,opencode-go/deepseek-v4-pro,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16289,edc4ecaf1337f8e0a863b0d76e4d1b7d406d4e07f132dd435e54938753635770,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-pro/high/run-001
opencode,1.18.18,opencode-go,opencode-go/deepseek-v4-pro,opencode-go/deepseek-v4-pro,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16223,dd1c4ef70b4bc441c47ed86d5e7e9fffddb58b0f7e4496cba03bfd637e4cc70e,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-deepseek-v4-pro/max/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.1,opencode-go/glm-5.1,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,21329,883bcf62906a2ccefd2ebe5c6a6a295283a3b605a666486401d41c5445951b46,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.1/default/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.2,opencode-go/glm-5.2,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,19453,5959b4a2fc5a2afafcc0e98d2dde8b65736edd1dcce57090f785ff3e1b9188b7,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.2/high/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.2,opencode-go/glm-5.2,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,21465,e7b0e4146ac4d6ea76a31ce4094d04eb018b0fddfb06faaf2c85f97d9caf1475,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.2/max/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.3,opencode-go/glm-5.3,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17795,34cd2ef9eea0d72b502c726d86e56c5bb2f8ad49d9153c82cadf9a6649032070,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.3/low/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.3,opencode-go/glm-5.3,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17742,e9dacb5103d4a80c9aa906d2bf2548421713f01a00647451fb41d057b2fb744d,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.3/max/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.3-flash,opencode-go/glm-5.3-flash,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14564,5f9ba4233e18b0a24d5e34e6ae230b9c95904a999a22ee8e0a1e52d58891f98e,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.3-flash/low/run-001
opencode,1.18.18,opencode-go,opencode-go/glm-5.3-flash,opencode-go/glm-5.3-flash,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16008,5abc7b98e4170076c2d66b6c8cb95fad706d0c1c4ea1359f5de535ce9407686a,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-glm-5.3-flash/max/run-001
opencode,1.18.18,opencode-go,opencode-go/gpt-5.6-luna,opencode-go/gpt-5.6-luna,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16183,ba40c90a3fb5590c7c0080ef9a1d81da60b2d3041ed79270563fc43e2ab556f0,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-gpt-5.6-luna/max/run-001
opencode,1.18.18,opencode-go,opencode-go/gpt-5.6-luna,opencode-go/gpt-5.6-luna,,baseline,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13490,e2c4fe545f55d0a36f4d945cc3a09f298b0f54bdd50a556026cd5f6673c2c4fc,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-gpt-5.6-luna/none/run-001
opencode,1.18.18,opencode-go,opencode-go/grok-4.6,opencode-go/grok-4.6,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16521,0236d28eb927a516da344f8c1f95d16ddf08ae8925c5cc06e1867ac01c16b07a,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-grok-4.6/low/run-001
opencode,1.18.18,opencode-go,opencode-go/grok-4.6,opencode-go/grok-4.6,,baseline,1,xhigh,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16468,81c9cbb87e60aa6d84989dc2fa452943788ca1d847f07f152d876f6872c53be5,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-grok-4.6/xhigh/run-001
opencode,1.18.18,opencode-go,opencode-go/hy3,opencode-go/hy3,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13896,f32bf65cdac609640474a199ed6b40443948c9c94062efba8c7b50c85a89a632,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-hy3/high/run-001
opencode,1.18.18,opencode-go,opencode-go/hy3,opencode-go/hy3,,baseline,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,10785,832535e0cbc07ecf18274b00ed4c6b8077beea53ae2e8a09ece1ed523bca89dd,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-hy3/none/run-001
opencode,1.18.18,opencode-go,opencode-go/hy3,opencode-go/hy3,,repeat,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,10481,dec0cd42fd3a676ce675df9bd04851d06932fa640796d8f809eb203e035be720,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-hy3/none/run-002
opencode,1.18.18,opencode-go,opencode-go/hy3,opencode-go/hy3,,repeat,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,10513,8e3413cb9959601d4c98290bfe77e1fb8147610050e665176539f418a1abcd6d,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-hy3/none/run-003
opencode,1.18.18,opencode-go,opencode-go/hy4-preview,opencode-go/hy4-preview,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16923,5d0bc1d24adbe01b8ea1dcd2058082ac65817834ca7220c00a2c187401520097,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-hy4-preview/high/run-001
opencode,1.18.18,opencode-go,opencode-go/hy4-preview,opencode-go/hy4-preview,,baseline,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17241,420d62650d5f3f39c37c7c11af8bcdf3f95545d79ca177f88d3971d138b97c97,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-hy4-preview/none/run-001
opencode,1.18.18,opencode-go,opencode-go/kimi-k2.6,opencode-go/kimi-k2.6,,baseline,1,default,,NONE,PROVIDER_TERMINAL_ERROR,,,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-kimi-k2.6/default/run-001
opencode,1.18.18,opencode-go,opencode-go/kimi-k2.6,opencode-go/kimi-k2.6,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16803,5f5782acea1b7bc008dae7a0eff19f08fc7129d0e7d5ebd40a196774d41a02c3,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-kimi-k2.6/default/run-002
opencode,1.18.18,opencode-go,opencode-go/kimi-k2.6,opencode-go/kimi-k2.6,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,16985,6370ec5a6ce83ddf8016b7fe9e3a034b46951615fe78f816bdae5f9f7fb4abed,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-kimi-k2.6/default/run-003
opencode,1.18.18,opencode-go,opencode-go/kimi-k2.7-code,opencode-go/kimi-k2.7-code,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13667,4eaaf0dbbeb24e7cd41aeb583588d93413d9126b7f33cdb93db70f9249f83ece,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-kimi-k2.7-code/default/run-001
opencode,1.18.18,opencode-go,opencode-go/kimi-k3,opencode-go/kimi-k3,,baseline,1,max,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18274,9732ed8f0006766a81e5bba7f6f76ec42badba51cd75f5ef03b8015abd48aa0a,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-kimi-k3/max/run-001
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,baseline,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,20093,cbe97ea53ae1a27648c42c78a050b6b872bf25683d1b746c483b8ea2bdb46dda,FENCED_JSON,PASS,,,,,,,opencode-go-longcat-2.0/high/run-001
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,repeat,1,high,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18529,596a6b0fc7eb7204eed50bb78fce6bbba77c74a15ee6a3802191a20ca8d5fd20,FENCED_JSON,PASS,,,,,,,opencode-go-longcat-2.0/high/run-002
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,repeat,1,high,,NONE,PROVIDER_TERMINAL_ERROR,,,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-longcat-2.0/high/run-003
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,baseline,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,761,911306124a74e4b316dea14c29bfff1837039eefe146a265e6a9c11603a5500a,UNKNOWN,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-longcat-2.0/low/run-001
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,repeat,1,low,,NONE,PROVIDER_TERMINAL_ERROR,,,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-longcat-2.0/low/run-002
opencode,1.18.18,opencode-go,opencode-go/longcat-2.0,opencode-go/longcat-2.0,,repeat,1,low,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,19710,ceb2e541b2763f392c49175997499bec7dcb37a67809b7fd40156b434d8385e5,FENCED_JSON,PASS,,,,,,,opencode-go-longcat-2.0/low/run-003
opencode,1.18.18,opencode-go,opencode-go/mimo-v2.5,opencode-go/mimo-v2.5,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,12438,2c7908de3841aafec5e68ed43f6e419616fa06076f46157833b517f5363962a7,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-mimo-v2.5/default/run-001
opencode,1.18.18,opencode-go,opencode-go/mimo-v2.5-pro,opencode-go/mimo-v2.5-pro,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,13653,0281b33cf6ad525254c125b2e6bcdec71981ab1dd4669a6622c62cd8aad310f5,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-mimo-v2.5-pro/default/run-001
opencode,1.18.18,opencode-go,opencode-go/mimo-v2.5-pro,opencode-go/mimo-v2.5-pro,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,17012,3e1863edd726944d33b0f6fc3d9b49c710bebf82e64530f31ef03d4984e96f6a,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-mimo-v2.5-pro/default/run-002
opencode,1.18.18,opencode-go,opencode-go/mimo-v2.5-pro,opencode-go/mimo-v2.5-pro,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14538,224eedccbb4ef3b1a6b047fb62b34f0c59d0215cce681a78e2a28492e9500b79,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-mimo-v2.5-pro/default/run-003
opencode,1.18.18,opencode-go,opencode-go/minimax-m2.7,opencode-go/minimax-m2.7,,baseline,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,9119,91061048ce86df9ab57ee7d0e5e8ddfdaa3fc49130186ff8bed65cf29913d566,TRUNCATED,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-minimax-m2.7/default/run-001
opencode,1.18.18,opencode-go,opencode-go/minimax-m2.7,opencode-go/minimax-m2.7,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,12543,d75c21347fc6da8294b9371ee3a40ba14ac2177e3b1840f99610054e5049fc8a,MALFORMED_JSON,FAIL,PM_DECISION_PARSE_FAILED,,,,,,opencode-go-minimax-m2.7/default/run-002
opencode,1.18.18,opencode-go,opencode-go/minimax-m2.7,opencode-go/minimax-m2.7,,repeat,1,default,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,14644,433415347de98ff2ab7f37bca5ab23c90ba150bc82985add5e607e9c1c202866,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-minimax-m2.7/default/run-003
opencode,1.18.18,opencode-go,opencode-go/minimax-m3,opencode-go/minimax-m3,,baseline,1,none,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,11612,cc14666cdcaf1c832c8c65a2dee10a8d4ddceeab9ab03ecd57660f3629c81a1d,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-minimax-m3/none/run-001
opencode,1.18.18,opencode-go,opencode-go/minimax-m3,opencode-go/minimax-m3,,baseline,1,thinking,,NONE,PROVIDER_TERMINAL_SUCCESS,,0,,18251,df45b4f455876823b1e417dd4fc35424d1dba284f1e461747bbd6b1b247be4e0,RAW_CANONICAL_JSON,PASS,,,,,,,opencode-go-minimax-m3/thinking/run-001
opencode,1.18.18,opencode-go,opencode-go/muse-spark-1.2-contributor,opencode-go/muse-spark-1.2-contributor,,baseline,1,minimal,,NONE,PROVIDER_TERMINAL_ERROR,,1,,,,EMPTY,NOT_ATTEMPTED_NO_ASSISTANT_OUTPUT,,,OPENCODE_ASSISTANT_OUTPUT_MISSING,,,,opencode-go-muse-spark-1.2-contributor/minimal/run-001
